"No.","Time","Source","Destination","Protocol","Length","Info"
"439","3.121741599","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=369857 Ack=1295 Win=22 Len=1440 TSval=849752629 TSecr=2938439786 [TCP segment of a reassembled PDU]"
"440","3.123309536","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=371297 Ack=1295 Win=22 Len=1440 TSval=849752629 TSecr=2938439786 [TCP segment of a reassembled PDU]"
"441","3.123377002","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=372737 Win=495 Len=0 TSval=2938439817 TSecr=849752629"
"442","3.125196507","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=372737 Ack=1295 Win=22 Len=1440 TSval=849752636 TSecr=2938439793 [TCP segment of a reassembled PDU]"
"443","3.127215549","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=374177 Ack=1295 Win=22 Len=1440 TSval=849752636 TSecr=2938439793 [TCP segment of a reassembled PDU]"
"444","3.127310114","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=375617 Win=495 Len=0 TSval=2938439821 TSecr=849752636"
"445","3.128295994","178.135.6.13","192.168.1.68","TCP","1122","443  >  38900 [PSH, ACK] Seq=375617 Ack=1295 Win=22 Len=1056 TSval=849752636 TSecr=2938439793 [TCP segment of a reassembled PDU]"
"446","3.128371981","178.135.6.13","192.168.1.68","TCP","162","443  >  38900 [PSH, ACK] Seq=376673 Ack=1295 Win=22 Len=96 TSval=849752636 TSecr=2938439793 [TCP segment of a reassembled PDU]"
"447","3.128427435","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=376769 Win=495 Len=0 TSval=2938439822 TSecr=849752636"
"448","3.130138127","178.135.6.13","192.168.1.68","TCP","1410","443  >  38900 [ACK] Seq=376769 Ack=1295 Win=22 Len=1344 TSval=849752642 TSecr=2938439798 [TCP segment of a reassembled PDU]"
"449","3.130286470","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=378113 Win=495 Len=0 TSval=2938439824 TSecr=849752642"
"450","3.132064629","178.135.6.13","192.168.1.68","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"451","3.133625163","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=379553 Ack=1295 Win=22 Len=1440 TSval=849752644 TSecr=2938439801 [TCP segment of a reassembled PDU]"
"452","3.133694096","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=380993 Win=495 Len=0 TSval=2938439827 TSecr=849752642"
"453","3.135742751","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=380993 Ack=1295 Win=22 Len=1440 TSval=849752644 TSecr=2938439801 [TCP segment of a reassembled PDU]"
"454","3.137738954","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=382433 Ack=1295 Win=22 Len=1440 TSval=849752648 TSecr=2938439804 [TCP segment of a reassembled PDU]"
"455","3.137949665","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=383873 Win=495 Len=0 TSval=2938439832 TSecr=849752644"
"456","3.139216936","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=383873 Ack=1295 Win=22 Len=1440 TSval=849752648 TSecr=2938439804 [TCP segment of a reassembled PDU]"
"457","3.141139526","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=385313 Ack=1295 Win=22 Len=1440 TSval=849752651 TSecr=2938439808 [TCP segment of a reassembled PDU]"
"458","3.141243939","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=386753 Win=495 Len=0 TSval=2938439835 TSecr=849752648"
"459","3.142883393","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=386753 Ack=1295 Win=22 Len=1440 TSval=849752651 TSecr=2938439808 [TCP segment of a reassembled PDU]"
"460","3.144401045","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=388193 Ack=1295 Win=22 Len=1440 TSval=849752653 TSecr=2938439810 [TCP segment of a reassembled PDU]"
"461","3.144477172","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=389633 Win=495 Len=0 TSval=2938439838 TSecr=849752651"
"462","3.146375807","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=389633 Ack=1295 Win=22 Len=1440 TSval=849752653 TSecr=2938439810 [TCP segment of a reassembled PDU]"
"463","3.148444296","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=391073 Ack=1295 Win=22 Len=1440 TSval=849752657 TSecr=2938439814 [TCP segment of a reassembled PDU]"
"464","3.148515604","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=392513 Win=495 Len=0 TSval=2938439842 TSecr=849752653"
"465","3.149795376","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=392513 Ack=1295 Win=22 Len=1440 TSval=849752657 TSecr=2938439814 [TCP segment of a reassembled PDU]"
"466","3.152078837","178.135.6.13","192.168.1.68","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"467","3.152133732","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=395393 Win=493 Len=0 TSval=2938439846 TSecr=849752657"
"468","3.153988297","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=395393 Ack=1295 Win=22 Len=1440 TSval=849752661 TSecr=2938439817 [TCP segment of a reassembled PDU]"
"469","3.155440926","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=396833 Ack=1295 Win=22 Len=1440 TSval=849752665 TSecr=2938439822 [TCP segment of a reassembled PDU]"
"470","3.155503783","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=398273 Win=495 Len=0 TSval=2938439849 TSecr=849752661"
"471","3.157451168","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=398273 Ack=1295 Win=22 Len=1440 TSval=849752665 TSecr=2938439822 [TCP segment of a reassembled PDU]"
"472","3.157762939","178.135.6.13","192.168.1.68","TCP","450","443  >  38900 [PSH, ACK] Seq=399713 Ack=1295 Win=22 Len=384 TSval=849752665 TSecr=2938439822 [TCP segment of a reassembled PDU]"
"473","3.157835434","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=400097 Win=495 Len=0 TSval=2938439852 TSecr=849752665"
"474","3.159955816","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=400097 Ack=1295 Win=22 Len=1440 TSval=849752666 TSecr=2938439824 [TCP segment of a reassembled PDU]"
"475","3.161673702","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=401537 Ack=1295 Win=22 Len=1440 TSval=849752670 TSecr=2938439827 [TCP segment of a reassembled PDU]"
"476","3.161769873","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=402977 Win=495 Len=0 TSval=2938439856 TSecr=849752666"
"477","3.163121651","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=402977 Ack=1295 Win=22 Len=1440 TSval=849752670 TSecr=2938439827 [TCP segment of a reassembled PDU]"
"478","3.165499049","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=404417 Ack=1295 Win=22 Len=1440 TSval=849752674 TSecr=2938439832 [TCP segment of a reassembled PDU]"
"479","3.165615265","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=405857 Win=495 Len=0 TSval=2938439859 TSecr=849752670"
"480","3.167039887","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=405857 Ack=1295 Win=22 Len=1440 TSval=849752674 TSecr=2938439832 [TCP segment of a reassembled PDU]"
"481","3.168865608","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=407297 Ack=1295 Win=22 Len=1440 TSval=849752678 TSecr=2938439835 [TCP segment of a reassembled PDU]"
"482","3.168977214","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=408737 Win=495 Len=0 TSval=2938439863 TSecr=849752674"
"483","3.170722967","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=408737 Ack=1295 Win=22 Len=1440 TSval=849752678 TSecr=2938439835 [TCP segment of a reassembled PDU]"
"484","3.173655742","178.135.6.13","192.168.1.68","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"485","3.173743673","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=411617 Win=493 Len=0 TSval=2938439868 TSecr=849752678"
"486","3.174738631","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=411617 Ack=1295 Win=22 Len=1440 TSval=849752681 TSecr=2938439838 [TCP segment of a reassembled PDU]"
"487","3.177777915","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=413057 Ack=1295 Win=22 Len=1440 TSval=849752685 TSecr=2938439842 [TCP segment of a reassembled PDU]"
"488","3.177864238","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=414497 Win=495 Len=0 TSval=2938439872 TSecr=849752681"
"489","3.178224899","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=414497 Ack=1295 Win=22 Len=1440 TSval=849752685 TSecr=2938439842 [TCP segment of a reassembled PDU]"
"490","3.179619769","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=415937 Ack=1295 Win=22 Len=1440 TSval=849752685 TSecr=2938439842 [TCP segment of a reassembled PDU]"
"491","3.179690728","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=417377 Win=495 Len=0 TSval=2938439873 TSecr=849752685"
"492","3.181409312","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=417377 Ack=1295 Win=22 Len=1440 TSval=849752689 TSecr=2938439846 [TCP segment of a reassembled PDU]"
"493","3.183424722","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=418817 Ack=1295 Win=22 Len=1440 TSval=849752689 TSecr=2938439846 [TCP segment of a reassembled PDU]"
"494","3.183516982","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=420257 Win=495 Len=0 TSval=2938439877 TSecr=849752689"
"495","3.184805903","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=420257 Ack=1295 Win=22 Len=1440 TSval=849752693 TSecr=2938439849 [TCP segment of a reassembled PDU]"
"496","3.187079935","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=421697 Ack=1295 Win=22 Len=1440 TSval=849752693 TSecr=2938439849 [TCP segment of a reassembled PDU]"
"497","3.187147193","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=423137 Win=495 Len=0 TSval=2938439881 TSecr=849752693"
"498","3.188983041","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=423137 Ack=1295 Win=22 Len=1440 TSval=849752695 TSecr=2938439852 [TCP segment of a reassembled PDU]"
"499","3.190424495","178.135.6.13","192.168.1.68","TCP","1218","443  >  38900 [PSH, ACK] Seq=424577 Ack=1295 Win=22 Len=1152 TSval=849752695 TSecr=2938439852 [TCP segment of a reassembled PDU]"
"500","3.190498876","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=425729 Win=495 Len=0 TSval=2938439884 TSecr=849752695"
"501","3.191985098","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=425729 Ack=1295 Win=22 Len=1440 TSval=849752698 TSecr=2938439856 [TCP segment of a reassembled PDU]"
"502","3.193950292","178.135.6.13","192.168.1.68","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"503","3.194061410","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=428609 Win=493 Len=0 TSval=2938439888 TSecr=849752698"
"504","3.195892858","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=428609 Ack=1295 Win=22 Len=1440 TSval=849752702 TSecr=2938439859 [TCP segment of a reassembled PDU]"
"505","3.195997480","178.135.6.13","192.168.1.68","TCP","354","443  >  38900 [PSH, ACK] Seq=430049 Ack=1295 Win=22 Len=288 TSval=849752702 TSecr=2938439859 [TCP segment of a reassembled PDU]"
"506","3.196331671","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=430337 Win=495 Len=0 TSval=2938439890 TSecr=849752702"
"507","3.200163582","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=430337 Ack=1295 Win=22 Len=1440 TSval=849752706 TSecr=2938439863 [TCP segment of a reassembled PDU]"
"508","3.200575646","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=431777 Ack=1295 Win=22 Len=1440 TSval=849752706 TSecr=2938439863 [TCP segment of a reassembled PDU]"
"509","3.200638433","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=433217 Win=495 Len=0 TSval=2938439894 TSecr=849752706"
"510","3.201003773","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=433217 Ack=1295 Win=22 Len=1440 TSval=849752711 TSecr=2938439868 [TCP segment of a reassembled PDU]"
"511","3.203345132","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=434657 Ack=1295 Win=22 Len=1440 TSval=849752711 TSecr=2938439868 [TCP segment of a reassembled PDU]"
"512","3.203602428","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=436097 Win=495 Len=0 TSval=2938439897 TSecr=849752711"
"513","3.206989590","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=436097 Ack=1295 Win=22 Len=1440 TSval=849752715 TSecr=2938439872 [TCP segment of a reassembled PDU]"
"514","3.207403889","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=437537 Ack=1295 Win=22 Len=1440 TSval=849752715 TSecr=2938439872 [TCP segment of a reassembled PDU]"
"515","3.207469051","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=438977 Win=495 Len=0 TSval=2938439901 TSecr=849752715"
"516","3.208684149","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=438977 Ack=1295 Win=22 Len=1440 TSval=849752717 TSecr=2938439873 [TCP segment of a reassembled PDU]"
"517","3.210657445","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=440417 Ack=1295 Win=22 Len=1440 TSval=849752717 TSecr=2938439873 [TCP segment of a reassembled PDU]"
"518","3.210725540","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=441857 Win=495 Len=0 TSval=2938439905 TSecr=849752717"
"519","3.212127534","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=441857 Ack=1295 Win=22 Len=1440 TSval=849752717 TSecr=2938439873 [TCP segment of a reassembled PDU]"
"520","3.212981623","178.135.6.13","192.168.1.68","TCP","418","443  >  38900 [PSH, ACK] Seq=443297 Ack=1295 Win=22 Len=352 TSval=849752717 TSecr=2938439873 [TCP segment of a reassembled PDU]"
"521","3.213047693","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=443649 Win=495 Len=0 TSval=2938439907 TSecr=849752717"
"522","3.214612906","178.135.6.13","192.168.1.68","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"523","3.216038716","178.135.6.13","192.168.1.68","TCP","1282","443  >  38900 [PSH, ACK] Seq=445089 Ack=1295 Win=22 Len=1216 TSval=849752721 TSecr=2938439877 [TCP segment of a reassembled PDU]"
"524","3.216120081","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=446305 Win=495 Len=0 TSval=2938439910 TSecr=849752721"
"525","3.218049097","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=446305 Ack=1295 Win=22 Len=1440 TSval=849752724 TSecr=2938439881 [TCP segment of a reassembled PDU]"
"526","3.220144755","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=447745 Ack=1295 Win=22 Len=1440 TSval=849752724 TSecr=2938439881 [TCP segment of a reassembled PDU]"
"527","3.220218088","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=449185 Win=495 Len=0 TSval=2938439914 TSecr=849752724"
"528","3.221497720","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=449185 Ack=1295 Win=22 Len=1440 TSval=849752726 TSecr=2938439884 [TCP segment of a reassembled PDU]"
"529","3.223536597","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=450625 Ack=1295 Win=22 Len=1440 TSval=849752726 TSecr=2938439884 [TCP segment of a reassembled PDU]"
"530","3.223605670","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=452065 Win=495 Len=0 TSval=2938439917 TSecr=849752726"
"531","3.224895079","178.135.6.13","192.168.1.68","TCP","1058","443  >  38900 [ACK] Seq=452065 Ack=1295 Win=22 Len=992 TSval=849752730 TSecr=2938439888 [TCP segment of a reassembled PDU]"
"532","3.225007943","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=453057 Win=495 Len=0 TSval=2938439919 TSecr=849752730"
"533","3.226454775","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=453057 Ack=1295 Win=22 Len=1440 TSval=849752730 TSecr=2938439888 [TCP segment of a reassembled PDU]"
"534","3.228431213","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=454497 Ack=1295 Win=22 Len=1440 TSval=849752734 TSecr=2938439890 [TCP segment of a reassembled PDU]"
"535","3.228514045","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=455937 Win=495 Len=0 TSval=2938439922 TSecr=849752730"
"536","3.230397874","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=455937 Ack=1295 Win=22 Len=1440 TSval=849752734 TSecr=2938439890 [TCP segment of a reassembled PDU]"
"537","3.231973633","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=457377 Ack=1295 Win=22 Len=1440 TSval=849752738 TSecr=2938439894 [TCP segment of a reassembled PDU]"
"538","3.232105354","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=458817 Win=495 Len=0 TSval=2938439926 TSecr=849752734"
"539","3.233829945","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=458817 Ack=1295 Win=22 Len=1440 TSval=849752738 TSecr=2938439894 [TCP segment of a reassembled PDU]"
"540","3.235790180","178.135.6.13","192.168.1.68","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"541","3.237532371","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=461697 Ack=1295 Win=22 Len=1440 TSval=849752743 TSecr=2938439901 [TCP segment of a reassembled PDU]"
"542","3.238952174","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=463137 Win=491 Len=0 TSval=2938439933 TSecr=849752738"
"543","3.239352644","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=463137 Ack=1295 Win=22 Len=1440 TSval=849752743 TSecr=2938439901 [TCP segment of a reassembled PDU]"
"544","3.239489603","178.135.6.13","192.168.1.68","TCP","386","443  >  38900 [PSH, ACK] Seq=464577 Ack=1295 Win=22 Len=320 TSval=849752743 TSecr=2938439901 [TCP segment of a reassembled PDU]"
"545","3.239868562","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=464897 Win=490 Len=0 TSval=2938439934 TSecr=849752743"
"546","3.241691419","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=464897 Ack=1295 Win=22 Len=1440 TSval=849752747 TSecr=2938439905 [TCP segment of a reassembled PDU]"
"547","3.243211375","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=466337 Ack=1295 Win=22 Len=1440 TSval=849752747 TSecr=2938439905 [TCP segment of a reassembled PDU]"
"548","3.243248880","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=467777 Win=491 Len=0 TSval=2938439937 TSecr=849752747"
"549","3.245157642","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=467777 Ack=1295 Win=22 Len=1440 TSval=849752751 TSecr=2938439907 [TCP segment of a reassembled PDU]"
"550","3.247205039","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=469217 Ack=1295 Win=22 Len=1440 TSval=849752751 TSecr=2938439907 [TCP segment of a reassembled PDU]"
"551","3.247239820","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=470657 Win=491 Len=0 TSval=2938439941 TSecr=849752751"
"552","3.247330335","178.135.6.13","192.168.1.68","TCP","290","443  >  38900 [PSH, ACK] Seq=470657 Ack=1295 Win=22 Len=224 TSval=849752751 TSecr=2938439907 [TCP segment of a reassembled PDU]"
"553","3.247391516","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=470881 Win=495 Len=0 TSval=2938439941 TSecr=849752751"
"554","3.249098576","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=470881 Ack=1295 Win=22 Len=1440 TSval=849752753 TSecr=2938439910 [TCP segment of a reassembled PDU]"
"555","3.251166786","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=472321 Ack=1295 Win=22 Len=1440 TSval=849752753 TSecr=2938439910 [TCP segment of a reassembled PDU]"
"556","3.251272596","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=473761 Win=495 Len=0 TSval=2938439945 TSecr=849752753"
"557","3.252524012","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=473761 Ack=1295 Win=22 Len=1440 TSval=849752756 TSecr=2938439914 [TCP segment of a reassembled PDU]"
"558","3.254847003","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=475201 Ack=1295 Win=22 Len=1440 TSval=849752756 TSecr=2938439914 [TCP segment of a reassembled PDU]"
"559","3.254930812","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=476641 Win=495 Len=0 TSval=2938439949 TSecr=849752756"
"560","3.256703035","178.135.6.13","192.168.1.68","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"561","3.258046013","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=478081 Ack=1295 Win=22 Len=1440 TSval=849752760 TSecr=2938439917 [TCP segment of a reassembled PDU]"
"562","3.259018134","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=479521 Win=493 Len=0 TSval=2938439953 TSecr=849752760"
"563","3.260089778","178.135.6.13","192.168.1.68","TCP","1378","443  >  38900 [PSH, ACK] Seq=479521 Ack=1295 Win=22 Len=1312 TSval=849752762 TSecr=2938439919 [TCP segment of a reassembled PDU]"
"564","3.260213677","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=480833 Win=495 Len=0 TSval=2938439954 TSecr=849752762"
"565","3.261942598","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=480833 Ack=1295 Win=22 Len=1440 TSval=849752766 TSecr=2938439922 [TCP segment of a reassembled PDU]"
"566","3.263425119","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=482273 Ack=1295 Win=22 Len=1440 TSval=849752766 TSecr=2938439922 [TCP segment of a reassembled PDU]"
"567","3.263607684","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=483713 Win=495 Len=0 TSval=2938439957 TSecr=849752766"
"568","3.265375437","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=483713 Ack=1295 Win=22 Len=1440 TSval=849752770 TSecr=2938439926 [TCP segment of a reassembled PDU]"
"569","3.267436104","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=485153 Ack=1295 Win=22 Len=1440 TSval=849752770 TSecr=2938439926 [TCP segment of a reassembled PDU]"
"570","3.268026123","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=486593 Win=495 Len=0 TSval=2938439962 TSecr=849752770"
"571","3.268766929","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=486593 Ack=1295 Win=22 Len=1440 TSval=849752775 TSecr=2938439933 [TCP segment of a reassembled PDU]"
"572","3.271130987","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=488033 Ack=1295 Win=22 Len=1440 TSval=849752775 TSecr=2938439933 [TCP segment of a reassembled PDU]"
"573","3.271231419","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=489473 Win=495 Len=0 TSval=2938439965 TSecr=849752775"
"574","3.272986390","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=489473 Ack=1295 Win=22 Len=1440 TSval=849752775 TSecr=2938439933 [TCP segment of a reassembled PDU]"
"575","3.275263356","192.168.1.68","178.135.6.13","TLSv1.2","1446","Application Data"
"576","3.276392690","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=490913 Ack=1295 Win=22 Len=1440 TSval=849752777 TSecr=2938439934 [TCP segment of a reassembled PDU]"
"577","3.276511629","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=492353 Win=495 Len=0 TSval=2938439970 TSecr=849752775"
"578","3.276831013","178.135.6.13","192.168.1.68","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"579","3.277676233","178.135.6.13","192.168.1.68","TCP","1410","443  >  38900 [PSH, ACK] Seq=493793 Ack=1295 Win=22 Len=1344 TSval=849752781 TSecr=2938439937 [TCP segment of a reassembled PDU]"
"580","3.277833166","192.168.1.68","178.135.6.13","TCP","66","38900  >  443 [ACK] Seq=1295 Ack=495137 Win=495 Len=0 TSval=2938439972 TSecr=849752781"
"581","3.280834875","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [ACK] Seq=495137 Ack=1295 Win=22 Len=1440 TSval=849752785 TSecr=2938439941 [TCP segment of a reassembled PDU]"
"582","3.281737853","178.135.6.13","192.168.1.68","TCP","1506","443  >  38900 [PSH, ACK] Seq=496577 Ack=1295 Win=22 Len=1440 TSval=849752785 TSecr=2938439941 [TCP segment of a reassembled PDU]"
