"No.","Time","Source","Destination","Protocol","Length","Info"
"7149","8.340120","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1600161 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7150","8.340120","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1601621 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7151","8.340120","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1603081 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7152","8.340120","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1604541 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7153","8.340120","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1606001 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7154","8.340120","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1607461 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7155","8.340120","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1608921 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7156","8.340120","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1610381 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7157","8.340120","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1611841 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7158","8.340120","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1613301 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7159","8.340120","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1614761 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7160","8.340190","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=1616221 Win=1053952 Len=0"
"7161","8.341603","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1616221 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7162","8.341603","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1617681 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7163","8.341603","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1619141 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7164","8.341603","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1620601 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7165","8.341603","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1622061 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7166","8.341603","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1623521 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7167","8.341603","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1624981 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7168","8.341603","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1626441 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7169","8.341603","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1627901 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7170","8.341603","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1629361 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7171","8.341603","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1630821 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7172","8.341603","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1632281 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7173","8.341603","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1633741 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7174","8.341603","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1635201 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7175","8.341695","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=1636661 Win=1053952 Len=0"
"7176","8.347447","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1636661 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7177","8.347447","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1638121 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7178","8.347447","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1639581 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7179","8.347447","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1641041 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7180","8.347447","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1642501 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7181","8.347447","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1643961 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7182","8.347447","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1645421 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7183","8.347447","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1646881 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7184","8.347447","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1648341 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7185","8.347447","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1649801 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7186","8.347497","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=1651261 Win=1053952 Len=0"
"7187","8.357813","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1651261 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7188","8.357813","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1652721 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7189","8.357813","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1654181 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7190","8.357813","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1655641 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7191","8.357813","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1657101 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7192","8.357813","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1658561 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7193","8.357813","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1660021 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7194","8.357813","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1661481 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7195","8.357813","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1662941 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7196","8.357813","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [PSH, ACK] Seq=1664401 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7197","8.357813","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1665861 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7198","8.357813","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1667321 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7199","8.357887","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=1668781 Win=1053952 Len=0"
"7200","8.359274","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1668781 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7201","8.359274","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1670241 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7202","8.359274","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1671701 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7203","8.359274","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1673161 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7204","8.359295","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=1674621 Win=1053952 Len=0"
"7205","8.367978","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1674621 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7206","8.367978","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1676081 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7207","8.367978","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1677541 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7208","8.367978","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1679001 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7209","8.367978","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1680461 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7210","8.367978","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1681921 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7211","8.368022","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=1683381 Win=1053952 Len=0"
"7212","8.382138","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1683381 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7213","8.382138","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1684841 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7214","8.382138","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1686301 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7215","8.382138","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1687761 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7216","8.382138","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1689221 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7217","8.382138","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1690681 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7218","8.382138","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1692141 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7219","8.382138","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1693601 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7220","8.382310","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=1695061 Win=1053952 Len=0"
"7221","8.383688","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1695061 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7222","8.383688","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1696521 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7223","8.383688","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1697981 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7224","8.383688","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1699441 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7225","8.383805","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=1700901 Win=1053952 Len=0"
"7226","8.403104","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1700901 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7227","8.403104","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1702361 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7228","8.403104","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1703821 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7229","8.403104","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1705281 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7230","8.403104","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1706741 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7231","8.403104","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1708201 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7232","8.403104","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1709661 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7233","8.403104","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1711121 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7234","8.403104","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1712581 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7235","8.403104","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1714041 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7236","8.403190","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=1715501 Win=1053952 Len=0"
"7237","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1715501 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7238","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1716961 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7239","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1718421 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7240","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1719881 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7241","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1721341 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7242","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1722801 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7243","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1724261 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7244","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1725721 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7245","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1727181 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7246","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1728641 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7247","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1730101 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7248","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1731561 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7249","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1733021 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7250","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1734481 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7251","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1735941 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7252","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1737401 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7253","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1738861 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7254","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1740321 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7255","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1741781 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7256","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1743241 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7257","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1744701 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7258","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1746161 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7259","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1747621 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7260","8.404760","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1749081 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7261","8.404876","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=1750541 Win=1053952 Len=0"
"7262","8.406405","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1750541 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7263","8.406405","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1752001 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7264","8.406405","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1753461 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7265","8.406405","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1754921 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7266","8.406405","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1756381 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7267","8.406405","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1757841 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7268","8.406405","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1759301 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7269","8.406405","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1760761 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7270","8.406405","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1762221 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7271","8.406405","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1763681 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7272","8.406405","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1765141 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7273","8.406405","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1766601 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7274","8.406444","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=1768061 Win=1053952 Len=0"
"7275","8.411091","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1768061 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7276","8.411091","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1769521 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7277","8.411091","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1770981 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7278","8.411091","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1772441 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7279","8.411091","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1773901 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7280","8.411091","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1775361 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7281","8.411091","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1776821 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7282","8.411091","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1778281 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7283","8.411091","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1779741 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7284","8.411091","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1781201 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7285","8.411091","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1782661 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7286","8.411091","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1784121 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7287","8.411192","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=1785581 Win=1053952 Len=0"
"7288","8.413076","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1785581 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7289","8.413076","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1787041 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7290","8.413076","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1788501 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7291","8.413076","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1789961 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7292","8.413076","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1791421 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7293","8.413076","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [PSH, ACK] Seq=1792881 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7294","8.413076","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1794341 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7295","8.413076","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1795801 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7296","8.413076","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1797261 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7297","8.413076","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1798721 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7298","8.413076","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1800181 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7299","8.413076","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1801641 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7300","8.413132","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=1803101 Win=1053952 Len=0"
"7301","8.418863","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1803101 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7302","8.418863","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1804561 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7303","8.418863","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1806021 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7304","8.418904","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=1807481 Win=1053952 Len=0"
"7305","8.420180","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1807481 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7306","8.420202","192.168.0.137","160.36.131.221","TCP","54","63590  >  80 [ACK] Seq=521 Ack=1808941 Win=1053952 Len=0"
"7307","8.436239","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1808941 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7308","8.436239","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1810401 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"7309","8.436239","160.36.131.221","192.168.0.137","TCP","1514","80  >  63590 [ACK] Seq=1811861 Ack=521 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
